c_personid,Rank,Lindex,friend,enemy,c_index_year,c_birthyear,c_deathyear,c_death_age,c_fl_earliest_year,c_fl_latest_year,choronym,Lu,entrytype,Longitude,Latitude
40012,7.5,1142,90.29438726,0,1142,0,0,0,1112,0,0,L13867,E13867,118.10537,27.33988
40381,6.5,1149,0,0,1149,0,0,0,0,1149,0,0,0,0,0
40593,7.5,1140,0,0,1140,0,0,0,1140,0,0,0,0,0,0
40646,7.5,1142,33.11025194,0,1142,0,0,0,1112,0,0,L12669,E12669,119.4442902,32.20648956
40680,8,1140,96.36872876,0,1140,1110,1140,31,0,0,0,0,0,0,0
40765,8.5,1142,97.33538686,0,1142,0,0,0,1142,0,0,L13867,E13867,117.653053,24.511744
40780,9,1145,0,0,1145,0,0,0,1115,0,0,L13867,E13867,119.321577,26.073954
40884,7.5,1142,0,0,1142,0,0,0,1112,0,0,L13867,E13867,119.381439,25.727917
40885,9.5,1148,0,0,1148,1089,1158,70,0,0,0,0,0,0,0
40913,6,1149,33.11025194,0,0,0,0,0,1120,0,0,L12669,E12669,119.4442902,32.20648956
40963,6.5,1144,0,0,1144,0,0,0,0,0,0,0,0,0,0
41133,8.5,1145,0,0,1145,0,0,0,1145,0,0,L13867,E13867,119.321577,26.073954
41137,8,1140,0,0,1140,0,0,0,0,0,0,L13284,E13284,104.143768,30.004446
41175,8,1144,51.87942994,0,1144,0,0,0,0,0,0,L12907,E12907,115.342766,26.321701
41343,9,1146,0,24.38372163,1146,0,1146,0,1119,1131,0,L11027,E11027,114.34333,34.785477
41368,6,1148,0,0,1148,0,0,0,1148,0,0,L13867,E13867,117.653053,24.511744
41388,4,1144,0,0,1144,0,0,0,0,1144,0,0,0,0,0
41435,5,1142,0,0,1142,0,0,0,0,0,0,L12669,E12669,120.618622,31.31271
41469,8.5,1145,0,0,1145,0,0,0,1115,0,0,L13867,E13867,118.934105,25.867622
