c_personid,Rank,Friend,Enemy,Lindex,c_index_year,c_birthyear,c_deathyear,c_death_age,c_fl_earliest_year,c_fl_ey_nh_code,c_fl_latest_year,c_choronym_code,LU,c_entry_code,Longitude,Latitude,RankD,Rank9
18587,8,81.19735167,0,1183,1183,0,1183,0,0,0,0,0,12753,94,120.556442,27.675718,16,8
11517,7.5,0,0,1154,1154,0,0,0,0,0,0,45,13867,36,119.321577,26.073954,15,7
44754,8.5,0,0,1049,1049,0,0,0,1049,524,0,0,0,0,0,0,17,8
48778,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4
22381,8.5,69.85236055,0,1108,1108,0,0,0,1086,530,0,0,12433,0,118.264374,32.098347,17,8
97536,6,0,0,1045,0,0,0,0,1075,0,1077,0,0,0,0,0,12,6
52471,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
47220,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8
42006,5,0,0,1151,1151,0,0,0,1121,538,1138,0,13284,36,103.6697,30.8309,10,5
48769,7.5,0,0,1162,1162,0,0,0,0,0,0,0,13867,36,119.321577,26.073954,15,7
15176,4,0,0,1139,1139,0,0,0,0,0,0,0,12753,36,119.649918,29.104712,8,4
46251,4,0,0,997,997,938,1005,68,0,0,0,0,11141,0,118.478098,36.69748,8,4
413148,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
13343,5.5,79.8120957,0,1210,1210,0,0,0,0,0,0,0,12669,0,118.738399,29.480773,11,5
778,6.5,77.50098306,0,1084,1084,1041,1084,1085,0,0,0,0,11027,165,115.065971,34.430504,13,6
3856,7,74.7920819,0,1054,1054,998,1054,57,0,0,0,0,11203,36,115.646072,34.447662,14,7
434732,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
13253,7,79.57485763,0,1151,1151,0,0,0,0,0,0,17,12907,0,115.398987,28.015566,14,7
1830,9,0,0,1133,1133,0,0,0,0,0,0,0,0,0,0,0,18,9
41572,1.5,27.64467714,0,980,980,0,980,0,978,508,980,0,11901,64,108.9180527,37.59871674,3,1
426258,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
436945,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
41183,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7
97599,5,0,0,1143,0,0,0,0,1173,0,1179,0,0,0,0,0,10,5
41759,9.5,0,0,1162,1162,0,0,0,1132,541,0,0,13867,0,119.321577,26.073954,19,9
25382,9,82.25691402,0,1190,1190,1142,1190,49,0,0,0,0,12753,36,120.630691,27.790512,18,9
18785,8.5,73.83762856,0,1213,1213,1158,1213,56,0,0,0,0,12753,7,121.542656,29.866316,17,8
43394,6,0,79.37459803,1129,1129,0,1129,0,0,0,0,0,0,0,0,0,12,6
40902,4,65.57149063,0,1138,1138,0,0,0,1108,535,0,0,13867,54,119.321577,26.073954,8,4
48507,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7
1549,6.5,0,0,1095,1095,0,0,0,0,0,0,0,12433,0,119.437332,32.79071,13,6
14264,1.5,76.79086225,0,1088,1088,0,0,0,0,0,0,45,12433,94,115.770905,33.879292,3,1
14696,3,69.16082385,0,999,999,0,0,57,947,0,978,24,12669,14,120.168625,30.294125,6,3
50172,8.5,0,0,0,0,0,0,0,0,0,0,0,12669,0,120.618622,31.31271,17,8
395509,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
42302,3.5,0,0,1086,1086,0,0,0,1086,530,0,0,0,0,0,0,7,3
11518,9.5,0,0,1154,1154,0,0,0,0,0,0,45,13867,36,119.518837,25.959837,19,9
1758,5,80.91281516,0,1136,1136,1077,1157,81,0,0,0,62,12753,36,121.542656,29.866316,10,5
52145,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,9
39748,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5
42241,6,0,0,1158,1158,0,0,0,1128,540,0,0,13867,36,119.321577,26.073954,12,6
98697,5.5,0,0,1163,0,0,0,0,1193,0,1196,0,0,0,0,0,11,5
407478,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
26869,7,39.33418454,0,1200,1200,0,0,62,0,0,0,0,12907,118,114.971275,27.103239,14,7
411232,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
22341,5.5,76.24003733,0,1110,1110,1051,1117,67,0,0,0,0,11141,118,119.106499,36.702705,11,5
412280,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
46683,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6
43072,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
127,5,0,0,990,990,0,0,0,0,0,0,0,0,0,0,0,10,5
37843,8,0,0,0,0,0,0,0,1064,527,0,0,0,0,0,0,16,8
41377,5.5,0,0,1198,1198,0,0,0,0,0,1198,0,0,0,0,0,11,5
51753,8.5,0,0,1126,1126,1067,1129,63,0,0,0,0,12907,36,114.971275,27.103239,17,8
48859,4,72.69013466,0,1140,1140,0,0,0,0,0,0,0,12669,36,119.952301,31.78278351,8,4
386598,9,0,0,1256,1256,0,0,0,0,0,0,0,12753,0,119.649918,29.104712,18,9
50445,4,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,8,4
38761,4.5,86.51890899,41.80282396,1201,1201,1142,1211,70,0,0,0,0,13867,36,117.653053,24.511744,9,4
47047,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4
14250,5,77.5053031,0,1109,1109,1050,1110,61,0,0,0,0,12214,118,112.751518,38.88332,10,5
389784,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
35,9,0,0,1082,1082,0,0,0,0,0,0,45,11027,0,113.641312,34.758076,18,9
25031,7.5,0,82.25571967,1121,1121,0,0,0,1086,530,0,0,13284,165,103.3161,31.511,15,7
83,1,74.59799838,20.38626912,1004,1004,0,0,59,0,0,0,45,11027,36,114.34333,34.785477,2,1
42551,7.5,0,0,1097,1097,0,0,0,1067,527,0,0,13867,36,119.321577,26.073954,15,7
97468,7,0,0,966,0,0,0,0,996,0,1010,0,0,0,0,0,14,7
42673,5,0,0,1049,1049,0,0,0,1004,514,1049,0,12091,0,106.52084,37.94462,10,5
96299,5,0,0,1171,0,0,0,0,1201,0,1202,0,0,0,0,0,10,5
40204,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7
52842,7,0,0,1041,1041,983,1041,59,0,0,0,0,13284,0,103.923309,30.579893,14,7
398702,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8
41313,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3
52210,4,0,0,1199,1199,0,0,0,0,0,0,0,13867,36,119.321577,26.073954,8,4
42489,9,0,0,1291,1291,0,0,0,1261,557,0,0,12753,0,120.6532211,28.01829147,18,9
52213,6.5,0,0,1229,1229,0,0,0,0,0,0,0,12753,36,120.653221,28.018291,13,6
18831,8,82.27237854,0,1193,1193,0,0,0,1193,545,0,0,12753,36,120.653221,28.018291,16,8
45454,9,85.59795921,0,1200,1200,0,0,0,0,0,0,0,0,0,0,0,18,9
385260,5,0,0,1140,1140,0,0,0,0,0,0,0,0,0,0,0,10,5
386,5,68.96020611,0,1170,1170,0,0,0,1159,0,0,19,12669,36,120.932022,30.517859,10,5
97282,6,0,0,1102,0,0,0,0,1132,0,1133,0,0,0,0,0,12,6
10199,8.5,81.74533745,0,1150,1150,1091,1182,92,0,0,0,0,12669,39,120.9482346,31.3861084,17,8
412865,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
38806,3,0,0,0,0,0,0,0,1049,524,0,0,11371,36,112.165222,34.512718,6,3
1314,1,82.40215726,0.5,1077,1077,1018,1089,72,0,0,0,31,11027,36,114.34333,34.785477,2,1
22781,9,35.1737334,0,1124,1124,0,0,0,0,0,0,0,12753,29,120.73346,28.852207,18,9
26106,9,34.82715981,0,1103,1103,0,0,0,0,0,0,62,12753,36,121.120598,28.843132,18,9
429481,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8
95930,5.5,0,0,1088,0,0,0,0,1118,0,1120,0,0,0,0,0,11,5
51011,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5
95944,5.5,0,0,1151,0,0,0,0,1181,0,1183,0,0,0,0,0,11,5
49685,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2
18362,5.5,61.35381755,0,1037,1037,0,0,0,0,0,0,53,11371,0,112.38263,34.665276,11,5
12763,5.5,68.47953728,0,1076,1076,0,0,0,0,0,0,0,12669,36,120.618622,31.31271,11,5
10256,8.5,76.42878021,0,1225,1225,0,0,0,0,0,0,0,12753,36,121.542656,29.866316,17,8
3900,5.5,81.4127701,0,1174,1174,1115,1180,66,0,0,0,14,12669,118,120.733788,31.646582,11,5
1698,5.5,76.99543021,0,1077,1077,0,0,0,0,0,0,14,13867,0,118.589905,24.909641,11,5
407983,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
200,1,73.07365721,75.72712725,1028,1028,0,1028,0,0,0,0,4,11546,36,117.024101,38.209126,2,1
46320,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7
12334,8,74.95271552,0,1181,1181,1124,1181,58,0,0,0,0,12907,36,116.351341,27.984781,16,8
18738,5.5,79.14617827,0,1078,1078,0,0,0,0,0,0,34,11901,101,110.801264,35.36078,11,5
47375,2.5,0,0,0,0,0,0,0,0,0,0,0,12753,36,119.12091,28.082565,5,2
10681,6,78.78309552,0,1041,1041,0,0,0,0,0,0,147,11203,0,115.646072,34.447662,12,6
423885,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
37864,9,0,0,0,0,0,0,0,1120,538,0,0,0,0,0,0,18,9
423252,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8
43573,8,0,0,1234,1234,0,0,0,1234,552,0,0,0,0,0,0,16,8
423283,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
1780,5.5,73.74431924,0,984,984,925,988,64,0,0,0,0,11546,77,116.144707,37.868179,11,5
49476,8.5,0,0,0,0,0,0,0,0,0,0,0,12753,0,119.802269,28.895449,17,8
14543,4,45.32120847,0,1214,1214,0,0,0,1200,546,0,0,12753,36,119.913009,28.448732,8,4
46877,5,79.84333006,0,1199,1199,0,0,0,0,0,0,0,12824,36,118.1757736,29.78119087,10,5
49464,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7
50967,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5
419547,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
98150,7.5,0,0,1153,0,0,0,0,1183,0,1185,0,0,0,0,0,15,7
40300,8,0,0,1178,1178,0,0,0,0,0,1178,0,13284,36,103.869247,30.200752,16,8
406382,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
49958,5,0,0,0,0,0,0,0,0,0,0,0,13867,0,117.159111,26.898485,10,5
3736,6,73.18677353,0,1030,1030,0,0,0,0,0,0,24,12669,36,120.168625,30.294125,12,6
97244,8,0,0,978,0,0,0,0,1008,0,1010,0,0,0,0,0,16,8
417497,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
27406,9,87.11103034,0,1205,1205,0,0,0,0,0,0,0,13867,36,117.483398,27.337692,18,9
397108,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
16422,7.5,78.04671961,0,1100,1100,0,0,0,0,0,1100,0,13015,36,111.337368,25.262374,15,7
95524,7,0,0,0,0,0,0,0,0,0,0,0,12824,0,116.041122,29.453486,14,7
39744,7.5,0,0,0,0,0,0,0,1213,549,0,0,0,0,0,0,15,7
96106,8,0,0,1014,0,0,0,0,1044,0,1045,0,0,0,0,0,16,8
99421,7.5,0,0,1124,0,0,0,0,1154,0,1160,0,0,0,0,0,15,7
50993,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6
16274,6,27.64467714,0,1112,1112,0,0,0,0,0,0,0,12824,94,119.486,31.430706,12,6
44887,8.5,0,0,1103,1103,0,0,0,0,0,1103,0,0,0,0,0,17,8
98188,7.5,0,0,1124,0,0,0,0,1154,0,1156,0,0,0,0,0,15,7
47346,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7
26109,6.5,0,0,1094,1094,1035,1100,66,0,0,0,0,12753,36,120.025253,28.897268,13,6
43469,7.5,0,0,1019,0,0,0,0,1049,524,0,0,0,0,0,0,15,7
245,3,74.80926852,0,1030,1030,0,0,0,0,0,0,0,13867,36,117.781792,26.39761,6,3
46230,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8
96215,6,0,0,1103,0,0,0,0,1133,0,1158,0,0,0,0,0,12,6
98090,5,0,0,1166,0,0,0,0,1196,0,1198,0,0,0,0,0,10,5
420223,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
22661,5.5,0,0,1093,1093,0,0,0,1063,526,0,0,12669,36,119.5706177,31.74697876,11,5
20886,4.5,78.36584692,0,1068,1068,0,0,0,0,0,0,0,11703,0,114.500061,37.439831,9,4
42386,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
49165,6,0,0,1238,1238,0,0,0,0,0,0,0,12824,36,118.1757736,29.78119087,12,6
27165,3,65.65956096,75.58570942,1113,1113,1054,1124,71,0,0,0,24,12669,36,119.814385,31.363638,6,3
41827,3.5,0,0,1148,0,0,0,0,0,0,1188,0,12753,0,120.227661,29.713137,7,3
1204,8.5,0,0,1078,1078,0,1078,0,0,0,0,0,12907,0,114.23687,26.945564,17,8
18827,5.5,86.41293556,41.00513925,1168,1168,0,0,0,1138,541,1163,0,12753,165,120.653221,28.018291,11,5
43854,9.5,0,0,1060,1060,0,0,0,0,0,1060,0,0,0,0,0,19,9
98182,5.5,0,0,955,0,0,0,0,985,0,987,0,0,0,0,0,11,5
216,5.5,77.02205726,0,1126,1126,0,1126,0,0,0,0,0,12669,36,119.5706177,31.74697876,11,5
1043,3.5,0,0,1166,1166,0,0,0,1131,541,1165,0,11703,0,115.045477,36.873618,7,3
51247,7,0,0,1091,1091,0,0,0,0,0,0,0,13867,36,119.321577,26.073954,14,7
23280,6,44.41280536,0,1176,1176,1117,0,0,0,0,0,0,13867,36,119.321577,26.073954,12,6
428891,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6
38600,4,0,0,1280,1280,0,0,0,1250,554,1264,0,12753,36,118.8676453,28.95682144,8,4
46713,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7
47936,8,0,41.00513925,1158,1158,0,0,0,0,0,0,0,13867,36,118.862495,26.213224,16,8
23024,5.5,71.57755394,0,1154,1154,0,0,0,0,0,0,0,13284,36,103.8224716,30.92697334,11,5
390229,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
18786,8,0,41.80282396,1223,1223,0,0,0,0,0,0,0,12753,36,121.406906,29.651657,16,8
27709,9,77.59026275,0,1217,1217,0,0,0,0,0,0,19,12907,0,115.89772,28.674896,18,9
96237,6,0,0,959,0,0,0,0,989,0,990,0,0,0,0,0,12,6
14086,8.5,70.40588649,0,1085,1085,0,0,0,0,0,0,38,12669,0,120.26609,31.90877,17,8
50439,4,0,0,1086,1086,1057,1086,30,0,0,0,0,0,0,0,0,8,4
24263,4,42.78374738,0,999,999,954,999,46,0,0,0,15,11026,77,113.789421,34.994549,8,4
10392,1.5,76.42461005,0,1013,1013,0,1015,0,0,0,0,18,11027,74,114.34333,34.785477,3,1
39097,3,0,0,1135,1135,0,1135,0,1126,539,0,0,0,0,0,0,6,3
240,4.5,0,0,1118,1118,0,0,0,0,0,0,0,12669,36,121.227638,31.009476,9,4
8051,2,79.35537497,0,1076,1076,1017,1098,82,0,0,0,16,11027,118,114.76066,34.49547,4,2
1117,6.5,0,0,1099,1099,0,0,0,0,0,0,0,0,0,0,0,13,6
51255,6,0,0,1127,1127,0,0,0,0,0,0,0,13867,36,119.517273,26.661217,12,6
40788,5.5,0,0,1070,1070,0,0,0,1070,528,0,0,0,0,0,0,11,5
50463,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
1553,6,0,0,1108,1108,0,0,0,0,0,0,0,0,0,0,0,12,6
48224,2.5,39.57158532,0,1011,1011,0,0,0,0,0,0,0,11546,0,115.13826,36.24564,5,2
99536,7.5,0,0,1167,0,0,0,0,1197,0,1210,0,0,0,0,0,15,7
8013,2,74.28259098,0,998,998,939,1001,63,0,0,0,6,11141,36,118.478098,36.69748,4,2
27097,8,41.14356454,0,1058,1058,999,1058,60,0,0,0,11,11026,36,113.31708,34.78683,16,8
13648,8,79.1266719,159.2944468,1127,1127,0,0,0,0,0,0,45,13867,14,117.781792,26.39761,16,8
24819,4,27.64467714,0,1229,1229,0,0,0,0,0,0,0,13867,36,119.54493,26.490908,8,4
14982,1,71.66132159,0,1128,1128,1069,1143,75,0,0,0,18,12753,74,120.653221,28.018291,2,1
10387,2.5,0,0,1252,1252,0,0,0,0,0,1252,0,12753,118,122.101097,30.01516,5,2
42694,5.5,0,0,1134,1134,0,0,0,1104,534,0,0,13867,50,119.321577,26.073954,11,5
7068,5.5,77.04424844,0,1045,1045,0,0,0,0,0,0,0,0,118,0,0,11,5
47459,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8
43690,1.5,0,0,967,967,0,967,0,948,439,0,0,12214,0,112.744682,37.678467,3,1
10257,7.5,78.50224934,0,1179,1179,1120,1199,80,0,0,0,0,12753,36,121.542656,29.866316,15,7
50909,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4
45691,6.5,0,0,1295,1295,0,0,0,1265,558,0,0,12753,36,120.73346,28.852207,13,6
13012,4,43.17013428,74.65899602,1094,1094,0,0,0,1078,529,1104,0,12907,118,114.559631,29.038708,8,4
18918,6,78.18826998,0,1079,1079,0,0,0,0,0,0,0,12669,0,119.952301,31.782784,12,6
17776,5,78.89328414,0,1090,1090,0,0,0,0,0,0,19,11027,74,114.34333,34.785477,10,5
51653,8.5,70.8056662,0,1184,1184,0,0,0,0,0,0,0,0,36,0,0,17,8
22389,4,86.37019029,7.912433968,1202,1202,1143,1213,71,0,0,0,0,13015,36,112.978134,28.198198,8,4
754,3,0,19.59939731,993,993,0,0,53,0,0,0,0,11203,36,115.5583,35.61019,6,3
41588,4,38.83385628,0,1259,1259,1200,1264,65,0,0,0,0,0,0,0,0,8,4
17634,4,69.8174818,0,1259,1259,0,0,0,0,0,0,0,12753,36,120.227981,29.260567,8,4
10751,3,74.695597,41.00513925,1172,1172,0,0,0,0,0,1131,24,12753,36,121.542656,29.866316,6,3
42366,5.5,0,0,1203,1203,0,0,0,1203,549,0,0,0,0,0,0,11,5
10884,1.5,85.69923817,76.26955901,1172,1172,1113,1186,74,0,0,0,24,13867,36,119.011101,25.433954,3,1
426253,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
43544,9,0,0,0,0,0,0,0,0,0,0,0,11026,0,114.8916,33.7331,18,9
46556,3,0,0,0,0,0,0,0,0,0,0,0,11027,36,114.34333,34.785477,6,3
42007,7.5,0,0,1121,1121,0,0,0,0,0,1121,0,0,0,0,0,15,7
8095,2,47.2085493,36.15459924,985,985,934,985,52,0,0,0,0,11703,36,113.3653565,35.05608749,4,2
96675,7.5,0,0,1066,0,0,0,0,1096,0,1100,0,0,0,0,0,15,7
389184,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
3586,5.5,38.30416415,0,1079,1079,0,0,0,0,0,0,0,13867,36,119.381439,25.727917,11,5
20728,4.5,73.04256386,0,1116,1116,0,0,0,0,0,0,0,11901,94,107.9395,35.5011,9,4
49349,3,0,0,0,0,0,0,0,0,0,0,0,11296,0,112.158699,32.026524,6,3
430207,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
20927,9.5,81.85517202,0,1231,1231,0,0,0,0,0,0,0,12753,0,121.542656,29.866316,19,9
26995,7.5,43.65351004,0,1093,1093,0,0,51,0,0,0,0,11203,39,116.577865,35.410431,15,7
41409,7.5,78.09368691,0,1112,1112,0,0,0,1082,529,0,0,13867,36,117.610733,24.117096,15,7
11752,8,0,0,1042,1042,0,0,0,0,0,0,15,11027,0,114.34333,34.785477,16,8
48569,5.5,73.79273786,0,1195,1195,1136,1209,74,0,0,0,0,12824,36,118.1757736,29.78119087,11,5
1392,3.5,0,0,1111,1111,0,0,0,0,0,0,0,11203,0,115.875175,34.962231,7,3
39604,9,0,0,0,0,0,0,0,0,0,0,0,13867,36,118.323784,27.038864,18,9
97384,7,0,0,1106,0,0,0,0,1136,0,1138,0,0,0,0,0,14,7
49117,8,80.04035691,0,1233,1233,1184,1233,50,0,0,0,0,13284,36,103.512261,30.02619,16,8
97109,5.5,0,0,1008,0,0,0,0,1038,0,1041,0,0,0,0,0,11,5
22881,8,41.3700261,0,1070,1070,0,0,0,0,0,0,0,13284,0,103.831459,30.050497,16,8
425576,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
391,6.5,76.04691334,0,1105,1105,0,0,0,0,0,0,15,13284,0,103.696481,30.328339,13,6
18403,5.5,0,0,1075,1075,0,0,0,0,0,0,31,11027,0,113.641312,34.758076,11,5
22177,2.5,16.68421348,0,1280,1280,0,0,0,0,0,0,0,13952,36,113.256066,23.134624,5,2
42782,7.5,0,0,1103,1103,0,0,0,1103,534,0,0,0,0,0,0,15,7
40045,2.5,83.19799379,0,1228,1228,0,0,0,0,0,0,0,12669,36,120.418739,30.530447,5,2
39766,7.5,0,0,1212,1212,0,0,0,0,0,0,0,13284,36,103.831459,30.050497,15,7
16870,8,76.32599347,0,1080,1080,0,0,0,0,0,0,16,11027,0,114.76066,34.49547,16,8
41161,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7
386574,5,0,0,1174,1174,0,0,0,0,0,0,0,12753,0,120.071625,29.300087,10,5
42499,5.5,0,0,1042,1042,0,0,0,1012,515,0,0,13867,36,119.321577,26.073954,11,5
97299,7.5,0,0,1153,0,0,0,0,1183,0,1183,0,0,0,0,0,15,7
41368,6,0,0,1148,1148,0,0,0,1148,541,0,0,13867,29,117.653053,24.511744,12,6
7026,1,83.76094063,119.1594281,1098,1098,1041,1098,58,0,0,0,0,13284,165,104.077995,30.650385,2,1
413170,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
52355,8.5,0,0,1133,1133,0,0,0,0,0,0,0,13867,36,118.3237839,27.03886414,17,8
19596,5.5,80.77649562,83.60564792,1209,1209,1152,1209,58,0,0,0,0,12669,0,120.084801,30.553133,11,5
644,1.5,79.46390784,118.5965096,1097,1097,1038,1109,72,0,0,0,45,11703,36,114.345497,36.098343,3,1
27807,4,78.91168265,0,1115,1115,0,0,0,0,0,0,19,11027,74,114.34333,34.785477,8,4
47828,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8
48516,8,0,0,1136,1136,0,0,0,0,0,0,0,12907,36,115.432716,27.322115,16,8
40686,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4
7104,1,80.65757325,33.61131249,1047,1047,1001,1047,47,0,0,0,0,11371,165,112.38263,34.665276,2,1
12354,5.5,77.43552497,0,1113,1113,1054,1114,61,0,0,0,0,12433,36,118.9335861,33.53131485,11,5
40304,6,77.84640999,0,1087,1087,0,0,0,1057,526,0,0,12907,36,115.398987,28.015566,12,6
17229,8.5,43.58989999,0,1055,1055,0,0,0,0,0,0,12,11141,0,117.0014877,36.65013123,17,8
45840,8,0,0,1193,1193,0,0,0,0,0,0,0,13867,36,119.990395,26.883463,16,8
26320,1,83.0905491,0,1088,1088,1056,1088,33,0,0,0,19,11027,74,114.34333,34.785477,2,1
40930,6,76.71588327,0,1230,1230,0,0,0,0,0,0,0,13015,0,112.5970383,26.90161705,12,6
437466,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
8114,1,80.2637882,0.5,1162,1162,0,1162,0,1111,536,0,0,12753,36,121.542656,29.866316,2,1
21492,9,74.84339648,0,1244,1244,0,0,0,0,0,0,0,12824,36,116.903259,28.40443,18,9
39136,4.5,0,0,0,0,0,0,0,1107,535,0,0,0,0,0,0,9,4
1637,3.5,69.6717014,0,1168,1168,0,0,0,1138,541,0,0,12669,36,119.952301,31.782784,7,3
10258,1,85.95437577,41.80282396,1235,1235,1178,1235,58,0,0,0,0,13867,36,118.536255,27.924686,2,1
52938,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7
97223,8,0,0,947,0,0,0,0,977,0,979,0,0,0,0,0,16,8
37671,8.5,0,0,0,0,0,0,0,0,0,0,0,12669,29,119.5706177,31.74697876,17,8
45495,5,0,0,1132,1132,0,0,0,0,0,1132,0,0,0,0,0,10,5
12441,9,27.64467714,0,1193,1193,0,0,0,1163,542,0,0,13867,165,119.321577,26.073954,18,9
24801,2,79.58012916,0,1207,1207,0,0,0,0,0,0,0,12669,36,120.099312,30.864964,4,2
15249,8,80.26322691,0,1253,1253,0,0,0,0,0,0,18,12753,36,118.502663,28.903732,16,8
99046,5,0,0,1189,0,0,0,0,1219,0,1224,0,0,0,0,0,10,5
51073,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8
20303,8,77.50978241,0,1133,1133,0,0,0,0,0,0,18,11027,0,114.34333,34.785477,16,8
46125,8.5,0,38.01407005,1142,1142,0,0,0,0,0,0,0,13867,36,118.323784,27.038864,17,8
834,5,66.55631393,0,1145,1145,0,0,0,1155,541,0,0,12669,0,119.952301,31.782784,10,5
425489,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8
15782,1,73.00273876,0,1142,1142,0,0,0,0,0,0,83,12824,36,117.236359,29.382742,2,1
422755,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
39585,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8
2064,3.5,0,0,1158,1158,0,0,0,0,0,0,0,12669,36,119.901375,31.013893,7,3
1440,3,37.82295232,0,1011,1011,952,1014,63,0,0,0,0,13015,36,112.378121,24.779701,6,3
43030,8,76.59855985,0,1148,1148,0,0,0,1118,536,0,0,12907,165,116.010101,26.466515,16,8
38140,5.5,0,0,1021,1021,962,1035,74,0,0,0,0,13867,165,118.10537,27.33988,11,5
48217,8.5,0,0,1068,1068,0,0,0,0,0,0,0,13867,36,118.802818,25.022078,17,8
48497,7.5,0,0,0,0,0,0,0,0,0,0,0,13867,0,119.518837,25.959837,15,7
11516,7,62.15774743,0,1017,1017,0,0,0,0,0,0,33,11371,0,112.38263,34.665276,14,7
47233,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7
3813,6,41.9245987,0,1175,1175,0,0,0,0,0,0,0,13867,0,119.011101,25.433954,12,6
51654,5.5,0,0,0,0,0,0,0,0,0,0,0,11027,0,114.34333,34.785477,11,5
20006,6,60.05144033,0,1210,1210,1151,1214,64,0,0,0,0,13425,36,106.259559,30.003943,12,6
987,3,71.66104164,0,1050,1050,991,1059,69,0,0,0,15,11027,54,114.34333,34.785477,6,3
51449,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4
433981,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9
38368,5.5,0,0,1070,1070,1011,0,0,0,0,1065,0,12214,0,112.564827,37.873753,11,5
35656,6,78.8524261,0,1250,1250,0,0,0,0,0,0,0,12753,0,120.025253,28.897268,12,6
